,0,1,2,3,4,5,6
0,,,,,,,
1,-1.2822858413061322,0.08493356020444498,-0.118409603842669,2.39050604386066,-0.583693063254603,-1.481640964663598,-1.4174321802988654
2,-0.5757585276863993,0.28869328809088207,-2.0933155940720467,-0.22675765270410686,-0.35788735831483737,1.0740606672006945,0.6263844130591475
3,0.9739356725052428,-2.2684319862574376,-0.9204032688253001,0.032766384233930905,-0.3091817776876924,-0.7503669701502338,0.4428133967984806
4,1.695047507788291,0.6670164243062923,0.4302104727446411,-1.120301046074348,-0.3164931907085218,-0.048609543299616004,-1.694324996017143
5,-0.1947996166491215,-0.7143471096892096,0.6329445866774914,-0.34416308416382374,-0.31238457406085546,0.5139774283728503,1.4842988681385934
6,-0.12207822540854832,1.226920818300364,0.5630588268721426,0.26230842749074623,-0.822676465001056,1.4998400658251285,0.5377940952154228
7,-1.2539093965853405,0.20373230963638436,0.15285633742965826,-0.11228680507869736,0.14496171191274757,-1.192994748013562,-0.1296464416825527
8,0.759848427342008,0.5114826954082797,1.3530582430160825,-0.8820722675643604,2.5573547171148183,0.3857340647283363,0.15011284478691683
9,,,,,,,
