,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,,,,,,,,,,,,,-1.5666989036012806
1,-0.6490138094726862,0.8354943668873872,1.6111796652230193,2.3289672969443425,1.7811071915989205,1.0137679069892518,-1.3984898980447251,0.897950564804822,-1.14070431819519,0.3690902332175465,-0.2999047206266471,-0.7927000591403042,-1.2984661696348119,-1.2185435916898848
2,-0.21589963950962443,0.6236909504344303,0.18700858496266956,-0.17461454654444247,0.5593123308389432,0.25458379776719886,0.8345913169860963,0.5094548693581692,-0.807432052866978,2.370940272132584,1.1657044674797676,-0.31388780012988776,-1.2376051689287453,-0.8703882797784892
3,0.6467294136855044,-1.205499002938023,-0.05792129085356153,-0.2994536015968328,-0.518111298589901,0.656504796767109,0.22920357071175587,1.1467396481766137,1.590991063921949,-0.17076273778754844,1.6325389171607225,-0.9662001716902332,-0.8143058278834698,-0.5222329678670935
4,-1.6415443928682694,-1.0308725540164936,-0.7456904782178498,-0.6419968435521497,-1.5174862914735294,-0.9187007346668828,0.7639800532697066,0.44646949438982614,1.2314472754563213,-0.799349363301793,-0.6727916370173576,-0.17996435919042675,-0.4448313545367351,-0.17407765595569785
5,1.4305740795466302,-0.5707761725980107,-0.202759038253699,-0.10927714314368848,-1.2312709929835246,0.5076451675078832,0.7051373335060487,-1.6909960862263975,-0.5410709328263025,-0.307456278522813,-0.5623571206457034,0.26333473768801086,0.6432895671777887,0.17407765595569785
6,-0.8703032899708946,0.6215515219854106,0.5059358262414174,-0.39489415766420666,0.0023579531383405234,1.0137679069892518,0.8130156530727551,-1.021660975372596,0.7918097120059369,0.22339104800420137,-1.1264214851311027,0.0015626610372608052,0.6915919486905402,0.5222329678670935
7,0.028851858198033258,1.67108245924039,0.7058474422784111,0.5468991578973196,0.44448251711551384,-0.5046003114548541,-0.06349569340673399,-1.0027787958863341,-0.08999869985012948,-0.9093040049279956,0.8905043794597854,-0.4658738201115562,1.26639028869228,0.8703882797784892
8,1.2706057803912998,-0.9446715689950973,-2.003600711380405,-1.2556301623403425,0.4796085903552354,-2.02296852989896,-1.883942336094904,0.7148212807558948,-1.0350420476456064,-0.7765491688141837,-1.0272728006794596,2.453728811537138,1.1939367164231531,1.2185435916898848
9,,,,,,,,,,,,,,1.5666989036012806
